传奇名称,底材名称,传奇来源,判定依据,Wiki匹配,Wiki查询URL,校验日期
Fleshrender,Exquisite Blade,其它掉落,"Drops from Ridan, Afarud Commander in Mirage encounters.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Fleshrender,2026-09-03
Incandescent Heart,Saintly Chainmail,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Incandescent_Heart,2026-09-03
Chains of Command,Saintly Chainmail,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Chains_of_Command,2026-09-03
Black Zenith,Fingerless Silk Gloves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Black_Zenith,2026-09-03
Lioneye's Remorse,Pinnacle Tower Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Lioneye's_Remorse,2026-09-03
Natural Hierarchy,Rotfeather Talisman,其它掉落,"Can drop from Spirit Beasts, or randomly obtained through the Beastcrafting recipe requiring The Black Mórrigan that creates a new Talisman.",按传奇名回退匹配（底材版本不同）,https://www.poewiki.net/wiki/Natural_Hierarchy,2026-09-03
Bubonic Trail,Murder Boots,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Bubonic_Trail_(1_Abyssal_Socket),2026-09-03
Craiceann's Pincers,Titan Gauntlets,BOSS掉落,"Craiceann's Pincers can only drop from Craiceann, First of the Deep.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Craiceann's_Pincers,2026-09-03
Vorana's March,Runic Sabatons,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Vorana's_March,2026-09-03
Crown of Eyes,Hubris Circlet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Crown_of_Eyes,2026-09-03
Ylfeban's Trickery,Hubris Circlet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ylfeban's_Trickery,2026-09-03
Kaom's Spirit,Titan Gauntlets,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Kaom's_Spirit,2026-09-03
Usurper's Penance,Eternal Burgonet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Usurper's_Penance,2026-09-03
Atziri's Rule,Judgement Staff,BOSS掉落,Only drops from Uber Atziri.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Atziri's_Rule,2026-09-03
Pledge of Hands,Judgement Staff,BOSS掉落,Only drops from regular Atziri in the Apex of Sacrifice or Incursion Atziri in the Throne of Atziri (in the Temple of Atzoatl).,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Pledge_of_Hands,2026-09-03
Nebulis,Void Sceptre,BOSS掉落,Drops from Uber Venarius.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Nebulis_(Fractured),2026-09-03
The Grey Spire,Judgement Staff,其它掉落,Delve league-specific Uniques can also drop deterministically from certain chests in Delve.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Grey_Spire,2026-09-03
Mon'tregul's Grasp,Void Sceptre,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Mon'tregul's_Grasp,2026-09-03
Tinkerskin,Sadist Garb,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Tinkerskin,2026-09-03
Cadigan's Crown,Runic Crown,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Cadigan's_Crown,2026-09-03
Cospri's Will,Assassin's Garb,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Cospri's_Will,2026-09-03
Bitterbind Point,Titanium Spirit Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Bitterbind_Point,2026-09-03
Kaom's Roots,Titan Greaves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Kaom's_Roots,2026-09-03
Voll's Vision,Praetor Crown,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Voll's_Vision,2026-09-03
The Unshattered Will,Archon Kite Shield,其它掉落,Can only be acquired in permanent leagues by combining pieces.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Unshattered_Will,2026-09-03
Invictus Solaris,Archon Kite Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Invictus_Solaris,2026-09-03
Howlcrack,Ezomyte Burgonet,其它掉落,Can be obtained by taking this item from a mercenary with this item equipped after winning a duel.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Howlcrack,2026-09-03
Replica Oro's Sacrifice,Infernal Sword,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Oro's_Sacrifice,2026-09-03
Dawnbreaker,Colossal Tower Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Dawnbreaker,2026-09-03
The Bringer of Rain,Nightmare Bascinet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Bringer_of_Rain,2026-09-03
Woespike,Steel Ring,BOSS掉落,Drops from Uber Incarnation of Fear.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Woespike,2026-09-03
The Unseen Hue,Opal Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Unseen_Hue,2026-09-03
Dreamfeather,Eternal Sword,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Dreamfeather,2026-09-03
Replica Dreamfeather,Eternal Sword,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Dreamfeather,2026-09-03
The Enmity Divine,Imperial Staff,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Enmity_Divine,2026-09-03
Hands of the High Templar,Crusader Gloves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Hands_of_the_High_Templar,2026-09-03
Font of Thunder,Mirrored Spiked Shield,其它掉落,Font of Thunder can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Font_of_Thunder,2026-09-03
Repentance,Crusader Gloves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Repentance,2026-09-03
Vix Lunaris,Cardinal Round Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Vix_Lunaris,2026-09-03
Replica Soul Strike,Spike-Point Arrow Quiver,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Soul_Strike,2026-09-03
Gloomfang,Blue Pearl Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Gloomfang,2026-09-03
Snakepit,Sapphire Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Snakepit,2026-09-03
The Goddess Scorned,Elegant Sword,其它掉落,The Goddess Scorned can only be obtained with the following vendor recipe.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Goddess_Scorned,2026-09-03
Doomsower,Lion Sword,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Doomsower,2026-09-03
"Jack, the Axe",Vaal Hatchet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Jack%2C_the_Axe,2026-09-03
The Unblinking Eye,Harlequin Mask,BOSS掉落,Drops from Uber Shaper.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Unblinking_Eye,2026-09-03
Infernal Mantle,Widowsilk Robe,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Infernal_Mantle,2026-09-03
Rime Gaze,Mind Cage,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Rime_Gaze,2026-09-03
Fenumus' Shroud,Widowsilk Robe,BOSS掉落,"Fenumus' Shroud can only drop from Fenumus, First of the Night (requires area level 80+).",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Fenumus'_Shroud,2026-09-03
Saqawal's Nest,Blood Raiment,BOSS掉落,"Saqawal's Nest can only drop from Saqawal, First of the Sky in Saqawal's Roost (requires area level 80+).",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Saqawal's_Nest,2026-09-03
Scold's Bridle,Mind Cage,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Scold's_Bridle,2026-09-03
Hale Negator,Mind Cage,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Hale_Negator_(1_Abyssal_Socket),2026-09-03
Solstice Vigil,Onyx Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Solstice_Vigil,2026-09-03
Taryn's Shiver,Maelström Staff,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Taryn's_Shiver,2026-09-03
Hezmana's Bloodlust,Vaal Axe,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Hezmana's_Bloodlust,2026-09-03
Reach of the Council,Spine Bow,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Reach_of_the_Council,2026-09-03
Rebuke of the Vaal,Vaal Blade,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Rebuke_of_the_Vaal,2026-09-03
Alpha's Howl,Sinner Tricorne,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Alpha's_Howl,2026-09-03
The Anticipation,Ezomyte Tower Shield,其它掉落,"Can be obtained from the Genesis Tree using an Ancient Wombgift, Grasping Coffers in Hive Fortresses or Hive Colony, or as a random drop from It That Was Esh and It That Was Tul.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Anticipation,2026-09-03
Replica Alpha's Howl,Sinner Tricorne,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Alpha's_Howl,2026-09-03
Cowards' Wail,Ezomyte Tower Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Cowards'_Wail,2026-09-03
Blackflame,Amethyst Ring,其它掉落,Exclusive as a reward from Rituals.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Blackflame,2026-09-03
Perandus Signet,Paua Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Perandus_Signet,2026-09-03
Daresso's Defiance,Full Dragonscale,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Daresso's_Defiance,2026-09-03
Atziri's Acuity,Vaal Gauntlets,BOSS掉落,Only drops from Uber Atziri.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Atziri's_Acuity,2026-09-03
Fenumus' Spinnerets,Assassin's Boots,BOSS掉落,"Fenumus' Spinnerets can only drop from Fenumus, First of the Night.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Fenumus'_Spinnerets,2026-09-03
Crown of the Inward Eye,Prophet Crown,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Crown_of_the_Inward_Eye,2026-09-03
Sunblast,Cloth Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Sunblast,2026-09-03
Bonemeld,Marble Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Bonemeld,2026-09-03
Ashes of the Stars,Onyx Amulet,BOSS掉落,Drops from Uber Eater.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ashes_of_the_Stars,2026-09-03
The Searing Touch,Lathi,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Searing_Touch,2026-09-03
Cadigan's Authority,Platinum Sceptre,其它掉落,"Obtained randomly as a reward for shipping resources from Kingsmarch to Riben Fell, Pondium, or Kalguur.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Cadigan's_Authority,2026-09-03
The Rippling Thoughts,Legion Sword,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Rippling_Thoughts,2026-09-03
Replica Wings of Entropy,Ezomyte Axe,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Wings_of_Entropy,2026-09-03
Law of the Wilds,Hellion's Paw,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Law_of_the_Wilds,2026-09-03
Cold Iron Point,Ezomyte Dagger,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Cold_Iron_Point,2026-09-03
Death's Oath,Astral Plate,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Death's_Oath,2026-09-03
Carcass Jack,Varnished Coat,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Carcass_Jack,2026-09-03
Yriel's Fostering,Exquisite Leather,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Yriel's_Fostering_(Rhoa),2026-09-03
Blunderbore,Astral Plate,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Blunderbore,2026-09-03
Bitter Instinct,Spiny Round Shield,BOSS掉落,Drops from Uber Incarnation of Neglect.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Bitter_Instinct,2026-09-03
Dawnstrider,Vaal Greaves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Dawnstrider,2026-09-03
Fractal Thoughts,Vaal Mask,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Fractal_Thoughts,2026-09-03
Perepiteia,Ezomyte Spiked Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Perepiteia_(Fractured),2026-09-03
The Vertex,Vaal Mask,BOSS掉落,Only drops from Uber Atziri.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Vertex,2026-09-03
Auxium,Crystal Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Auxium,2026-09-03
Leash of Oblation,Leather Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Leash_of_Oblation,2026-09-03
The Burden of Truth,Crystal Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Burden_of_Truth,2026-09-03
Rigwald's Savagery,Royal Axe,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Rigwald's_Savagery,2026-09-03
Rigwald's Command,Midnight Blade,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Rigwald's_Command,2026-09-03
Slivertongue,Harbinger Bow,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Slivertongue,2026-09-03
Obscurantis,Lion Pelt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Obscurantis,2026-09-03
The Living Blade,Ezomyte Blade,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Living_Blade,2026-09-03
Replica Inya's Epiphany,Arcanist Slippers,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Inya's_Epiphany,2026-09-03
Inya's Epiphany,Arcanist Slippers,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Inya's_Epiphany,2026-09-03
The Fulcrum,Ezomyte Staff,其它掉落,The Fulcrum can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Fulcrum,2026-09-03
Null's Inclination,Ranger Bow,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Null's_Inclination,2026-09-03
Cameria's Avarice,Gavel,其它掉落,This item can only be acquired from a vendor recipe.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Cameria's_Avarice,2026-09-03
The Hidden Blade,Ambusher,其它掉落,The Hidden Blade can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Hidden_Blade,2026-09-03
The Iron Mass,Gladius,其它掉落,The Iron Mass can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Iron_Mass,2026-09-03
Lightning Coil,Desert Brigandine,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Lightning_Coil,2026-09-03
Saqawal's Flock,Silken Hood,BOSS掉落,"Saqawal's Flock can only drop from Saqawal, First of the Sky in Saqawal's Roost.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Saqawal's_Flock,2026-09-03
Abyssus,Ezomyte Burgonet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Abyssus,2026-09-03
Replica Grip of the Council,Arcanist Gloves,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Grip_of_the_Council,2026-09-03
Grip of the Council,Arcanist Gloves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Grip_of_the_Council,2026-09-03
Algor Mortis,Carnal Mitts,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Algor_Mortis,2026-09-03
Expedition's End,Sentinel Jacket,其它掉落,Expedition's End can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Expedition's_End,2026-09-03
Queen of the Forest,Destiny Leather,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Queen_of_the_Forest,2026-09-03
Saffell's Frame,Branded Kite Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Saffell's_Frame,2026-09-03
Breathstealer,Hydrascale Gauntlets,其它掉落,Can drop after completing a Blight encounter in a Blighted map.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Breathstealer,2026-09-03
Saqawal's Talons,Hydrascale Boots,BOSS掉落,"Saqawal's Talons can only drop from Saqawal, First of the Sky in Saqawal's Roost.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Saqawal's_Talons,2026-09-03
Gamblesprint,Hydrascale Boots,其它掉落,Obtained as a random reward from Ultimatum encounters.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Gamblesprint,2026-09-03
Wilma's Requital,Solaris Circlet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Wilma's_Requital,2026-09-03
The Hungry Loop,Unset Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Hungry_Loop,2026-09-03
Unyielding Flame,Archon Kite Shield,其它掉落,Can only drop in the Eternal Labyrinth.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Unyielding_Flame,2026-09-03
Mask of the Stitched Demon,Magistrate Crown,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Mask_of_the_Stitched_Demon,2026-09-03
Craiceann's Chitin,Magistrate Crown,BOSS掉落,"Craiceann's Chitin can only drop from Craiceann, First of the Deep.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Craiceann's_Chitin,2026-09-03
Mask of the Tribunal,Magistrate Crown,BOSS掉落,Drops from Uber Venarius.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Mask_of_the_Tribunal_(Fractured),2026-09-03
Storm's Gift,Assassin's Mitts,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Storm's_Gift_(Fractured),2026-09-03
Replica Ungil's Gauche,Boot Knife,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Ungil's_Gauche,2026-09-03
Replica Badge of the Brotherhood,Turquoise Amulet,其它掉落,Replicas can be obtained from the Curio Display in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Badge_of_the_Brotherhood,2026-09-03
The Black Cane,Royal Sceptre,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Black_Cane,2026-09-03
Ancient Skull,Bone Helmet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ancient_Skull,2026-09-03
Eye of Malice,Callous Mask,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Eye_of_Malice,2026-09-03
Squirming Terror,Unset Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Squirming_Terror,2026-09-03
The Crimson Storm,Steelwood Bow,其它掉落,Drops from executed Safehouse leaders in Fortification Safehouses. Only obtainable from Safehouses of area level 78 or higher.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Crimson_Storm,2026-09-03
Mind of the Council,Harlequin Mask,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Mind_of_the_Council,2026-09-03
The Shattered Divinity,Blunt Arrow Quiver,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Shattered_Divinity,2026-09-03
Fate of the Vaal,Gemstone Sword,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Fate_of_the_Vaal,2026-09-03
The Rat Cage,Sharkskin Tunic,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Rat_Cage,2026-09-03
Craiceann's Carapace,Golden Plate,BOSS掉落,"Craiceann's Carapace can only drop from Craiceann, First of the Deep (requires area level 80+).",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Craiceann's_Carapace,2026-09-03
The Taming,Prismatic Ring,其它掉落,The Taming is a vendor recipe item.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Taming,2026-09-03
Circle of Ambition,Prismatic Ring,BOSS掉落,Drops from Uber Venarius.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Circle_of_Ambition,2026-09-03
The Flame of Hope,Maraketh Bow,其它掉落,"Obtained by using a 16x16px|link=|alt=Coin of Restoration Coin of Restoration Stack Size: 10 Restores an Afarud Unique item to its past Maraketh form ""Drain away the sands of Time, restore that which is now mine!"" Right click this item then left click a valid Afarud Unique item to restore it to its Maraketh form. 78x78px|link=|alt=|class=item-icon on 16x16px|link=|alt=The Bane of Hope The Bane of Hope Maraketh Bow Bow Physical Damage: (153.9-209.3)&nbsp;to&nbsp;(250.8-326....",传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Flame_of_Hope,2026-09-03
The Bane of Hope,Maraketh Bow,其它掉落,Drops from Mirage encounters.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Bane_of_Hope,2026-09-03
Lioneye's Vision,Crusader Plate,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Lioneye's_Vision,2026-09-03
The Broken Elegy,Foul Staff,其它掉落,"Drops from Saresh, of the Weeping Black.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Broken_Elegy,2026-09-03
Ngamahu's Flame,Abyssal Axe,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ngamahu's_Flame,2026-09-03
Omeyocan,Carnal Boots,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Omeyocan,2026-09-03
Replica Three-step Assault,Shagreen Boots,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Three-step_Assault,2026-09-03
Ceaseless Feast,Spiked Gloves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ceaseless_Feast,2026-09-03
Inextricable Fate,Fugitive Boots,BOSS掉落,Drops from the Eater of Worlds.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Inextricable_Fate,2026-09-03
Great Old One's Tentacles,Eelskin Gloves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Great_Old_One's_Tentacles,2026-09-03
Fenumus' Toxins,Necromancer Circlet,BOSS掉落,"Fenumus' Toxins can only drop from Fenumus, First of the Night.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Fenumus'_Toxins,2026-09-03
